Question,Answer,Tags
6.1.8,B,gatecse-2016-set1  digital-logic  adder  normal
6.1.9,-1,gatecse-2016-set2  digital-logic  adder  normal  numerical-answers
6.2.1,B,gate1999  digital-logic  normal  array-multiplier
6.2.2,C,gatecse-2003  digital-logic  normal  array-multiplier
6.3.1,D,gate1987  digital-logic  boolean-algebra  functions  combinatory
6.3.2,C,gate1987  digital-logic  boolean-algebra  easy
6.3.3,N/A,gate1988  digital-logic  descriptive  boolean-algebra
6.3.4,N/A,gate1989  descriptive  digital-logic  boolean-algebra
6.3.5,N/A,gate1989  descriptive  digital-logic  boolean-algebra
6.3.6,D,gate1992  easy  digital-logic  boolean-algebra  multiple-selects
6.3.7,N/A,gate1994  digital-logic  normal  boolean-algebra  descriptive
6.3.8,A,gate1995  digital-logic  boolean-algebra  easy
6.3.9,B,gate1997  digital-logic  normal  boolean-algebra
6.3.10,D,gate1998  digital-logic  normal  boolean-algebra
6.3.11,C,gate1998  digital-logic  easy  boolean-algebra
6.3.12,D,gate1999  digital-logic  easy  boolean-algebra
6.3.13,C,gatecse-2000  digital-logic  boolean-algebra  easy
6.3.14,C,gatecse-2002  digital-logic  boolean-algebra  normal
6.3.15,D,gatecse-2004  digital-logic  easy  boolean-algebra
6.3.16,D,gatecse-2007  digital-logic  normal  boolean-algebra
6.3.17,D,gatecse-2007  digital-logic  normal  boolean-algebra
6.3.18,A,gatecse-2008  easy  digital-logic  boolean-algebra
6.3.19,A,gatecse-2012  digital-logic  easy  boolean-algebra
6.3.20,D,gatecse-2013  digital-logic  easy  boolean-algebra
6.3.21,D,gatecse-2014-set2  digital-logic  normal  dual-function  boolean-algebra
6.3.22,D,gatecse-2014-set3  digital-logic  normal  boolean-algebra
6.3.23,1,gatecse-2015-set2  digital-logic  boolean-algebra  normal  numerical-answers
6.3.24,A,gatecse-2016-set1  digital-logic  boolean-algebra  easy
6.3.25,C,gatecse-2016-set2  digital-logic  boolean-algebra  normal
6.3.26,C,gatecse-2017-set2  digital-logic  boolean-algebra  normal
6.3.27,D,gatecse-2018  digital-logic  normal  boolean-algebra  1-mark
6.3.28,B,gatecse-2019  digital-logic  boolean-algebra  1-mark
6.3.29,B;C;D,gatecse-2021-set1  multiple-selects  digital-logic  boolean-algebra  2-marks
6.3.30,B;C,gatecse2024-set2  digital-logic  boolean-algebra  easy  multiple-selects
6.3.31,B,
6.3.32,C,gateit-2005  digital-logic  normal  boolean-algebra
6.4.1,N/A,gate1990  descriptive  digital-logic  booths-algorithm
6.4.2,A,gate1996  digital-logic  booths-algorithm  normal
6.4.3,B,gate1999  digital-logic  number-representation  booths-algorithm  normal
6.4.4,A,gateit-2005  digital-logic  booths-algorithm  normal
6.4.5,C,gateit-2006  digital-logic  booths-algorithm  difficult
6.4.6,B,gateit-2008  digital-logic  booths-algorithm  normal
6.5.1,A,gatecse-2002  digital-logic  normal  canonical-normal-form  circuit-output
6.5.2,A,gatecse-2007  digital-logic  normal  conjunctive-normal-form  canonical-normal-form
6.5.3,C,gatecse-2008  digital-logic  canonical-normal-form  easy
6.5.4,A,gatecse-2010  digital-logic  canonical-normal-form  normal
6.5.5,3,gatecse-2015-set3  digital-logic  canonical-normal-form  normal  numerical-answers
6.5.6,A,gatecse-2015-set3  digital-logic  canonical-normal-form  normal
6.5.7,3,gatecse-2019  numerical-answers  digital-logic  canonical-normal-form  2-marks
6.5.8,B,gatecse-2020  digital-logic  canonical-normal-form  2-marks
6.5.9,C;D,gatecse2024-set2  digital-logic  canonical-normal-form  multiple-selects
6.6.1,A,gatecse-2006  digital-logic  normal  carry-generator  adder
6.6.2,B,gatecse-2007  digital-logic  normal  carry-generator  adder
6.7.1,B,gate1987  digital-logic  combinational-circuit  multiplexer  circuit-output
6.7.2,N/A,gate1989  descriptive  digital-logic  circuit-output
6.7.3,C,gate1990  normal  digital-logic  circuit-output
6.7.4,N/A,gate1991  digital-logic  normal  circuit-output  sequential-circuit  descriptive
6.7.5,N/A,gate1993  digital-logic  sequential-circuit  flip-flop  circuit-output  normal  descriptive
6.7.6,A;C,gate1993  digital-logic  sequential-circuit  flip-flop  digital-counter  circuit-output  multiple-selects
6.7.7,B,gate1993  digital-logic  combinational-circuit  circuit-output  normal
6.7.8,B,gate1993  digital-logic  normal  circuit-output  sequential-circuit
6.7.9,B,gate1994  digital-logic  circuit-output  normal
6.7.10,011,gate1994  digital-logic  sequential-circuit  digital-counter  circuit-output  normal  descriptive
6.7.11,D,gate1996  digital-logic  circuit-output  normal
6.7.12,C,gate1996  digital-logic  circuit-output  easy  multiplexer
6.7.13,N/A,gate1996  digital-logic  circuit-output  normal  descriptive
6.7.14,N/A,gate1996  normal  digital-logic  circuit-output  descriptive
6.7.15,B,gate1997  digital-logic  circuit-output  normal
6.7.16,B,gate1999  digital-logic  circuit-output  normal
6.7.17,A,gatecse-2000  digital-logic  circuit-output  normal  flip-flop
6.7.18,A,gatecse-2001  digital-logic  circuit-output  normal
6.7.19,A,gatecse-2002  digital-logic  circuit-output  normal
6.7.20,D,gatecse-2004  digital-logic  circuit-output  normal
6.7.21,A,gatecse-2005  digital-logic  circuit-output  normal
6.7.22,A,gatecse-2005  digital-logic  circuit-output  normal
6.7.23,D,gatecse-2005  digital-logic  circuit-output
6.7.24,A,gatecse-2006  digital-logic  circuit-output  normal
6.7.25,C,gatecse-2006  digital-logic  circuit-output  easy
6.7.26,C,gatecse-2006  digital-logic  normal  circuit-output
6.7.27,C,gatecse-2007  digital-logic  circuit-output  normal
6.7.28,A,gatecse-2010  digital-logic  circuit-output  normal
6.7.29,A,gatecse-2010  digital-logic  circuit-output  normal
6.7.30,B,gatecse-2010  digital-logic  circuit-output  easy
6.7.31,D,gatecse-2011  digital-logic  circuit-output  flip-flop  normal
6.7.32,B,gatecse-2011  digital-logic  circuit-output  normal
6.7.33,C,gatecse-2014-set3  digital-logic  circuit-output  normal
6.7.34,C,gateit-2005  digital-logic  circuit-output  normal
6.7.35,X,gateit-2005  digital-logic  circuit-output  normal
6.7.36,D,gateit-2006  digital-logic  circuit-output  normal
6.7.37,C,gateit-2007  digital-logic  circuit-output  normal
6.7.38,A,gateit-2007  digital-logic  circuit-output  normal
6.7.39,D,gateit-2007  digital-logic  circuit-output  normal
6.8.1,C,gatecse-2022  digital-logic  combinational-circuit  2-marks
6.8.2,A;C,gatecse2024-set1  multiple-selects  digital-logic  combinational-circuit
6.9.1,C,gatecse-2007  digital-logic  normal  isro2011  decoder
6.9.2,1034,gatecse-2020  numerical-answers  digital-logic  decoder  1-mark
6.9.3,B,gateit-2008  digital-logic  circuit-output  decoder  normal
6.10.1,N/A,gate1996  digital-logic  normal  digital-circuits  descriptive
6.10.2,N/A,gatecse-2002  digital-logic  normal  descriptive  digital-circuits
6.10.3,D,gatecse-2003  digital-logic  digital-circuits
6.10.4,D,gatecse-2011  digital-logic  normal  digital-circuits
6.10.5,A,gatecse-2013  digital-logic  normal  digital-circuits
6.10.6,C,gatecse-2014-set3  digital-logic  easy  digital-circuits
6.11.1,C,gate1987  digital-logic  sequential-circuit  flip-flop  digital-counter
6.11.2,N/A,gate1987  digital-logic  digital-counter  descriptive
6.11.3,N/A,gate1990  descriptive  digital-logic  sequential-circuit  flip-flop  digital-counter
6.11.4,33.33,gate1991  digital-logic  sequential-circuit  flip-flop  digital-counter
6.11.5,N/A,gate1994  digital-logic  sequential-circuit  flip-flop  digital-counter  fill-in-the-blanks
6.11.6,N/A,gatecse-2002  digital-logic  normal  descriptive  digital-counter
6.11.7,A,gatecse-2011  digital-logic  normal  digital-counter
6.11.8,C,gatecse-2014-set2  digital-logic  normal  digital-counter
6.11.9,D,gatecse-2015-set1  digital-logic  digital-counter  easy
6.11.10,3,gatecse-2015-set2  digital-logic  digital-counter  normal  numerical-answers
6.11.11,4,gatecse-2016-set1  digital-logic  digital-counter  flip-flop  normal  numerical-answers
6.11.12,B,gatecse-2017-set2  digital-logic  digital-counter
6.11.13,A,gatecse-2021-set1  digital-logic  sequential-circuit  digital-counter  2-marks
6.11.14,A,gatecse-2023  digital-logic  flip-flop  2-marks  digital-counter
6.11.15,D,gateit-2005  digital-logic  digital-counter  normal
6.11.16,D,gateit-2008  digital-logic  boolean-algebra  normal  digital-counter
6.11.17,N/A,gate1992  digital-logic  sequential-circuit  flip-flop  digital-counter  normal  descriptive
6.12.2,B,gate1995  digital-logic  normal  finite-state-machines
6.12.3,B,gate1996  normal  digital-logic  finite-state-machines
6.12.4,A,
6.13.1,D,gatecse-2017-set1  digital-logic  number-representation  fixed-point-representation
6.13.2,C,gatecse-2018  digital-logic  number-representation  fixed-point-representation  normal  2-marks
6.14.1,N/A,gatecse-2001  digital-logic  normal  descriptive  flip-flop
6.14.2,C,gatecse-2004  digital-logic  easy  isro2007  flip-flop
6.14.3,A,gatecse-2015-set1  digital-logic  flip-flop  normal
6.14.4,B,gatecse-2017-set1  digital-logic  flip-flop  normal
6.14.5,2,gatecse-2018  digital-logic  flip-flop  numerical-answers  normal  1-mark
6.14.6,D,gateit-2007  digital-logic  normal  flip-flop
6.15.1,C,gate1987  digital-logic  number-representation  floating-point-representation
6.15.2,N/A,descriptive  gate1989  digital-logic  number-representation  floating-point-representation
6.15.3,N/A,gate1990  digital-logic  number-representation  floating-point-representation  fill-in-the-blanks
6.15.4,N/A,gate1990  digital-logic  number-representation  floating-point-representation  fill-in-the-blanks
6.15.5,N/A,gate1997  digital-logic  floating-point-representation  normal  descriptive
6.15.6,C,gatecse-2003  digital-logic  number-representation  floating-point-representation  normal
6.15.7,D,gatecse-2005  digital-logic  number-representation  floating-point-representation  normal
6.15.8,D,gatecse-2005  digital-logic  number-representation  floating-point-representation  normal
6.16.1,N/A,gate1989  descriptive  digital-logic  functional-completeness
6.16.2,B;C,gate1992  normal  digital-logic  digital-circuits  multiple-selects  functional-completeness  combinational-circuit
6.16.3,N/A,gate1993  digital-logic  combinational-circuit  adder  descriptive  functional-completeness
6.16.4,N/A,gate1998  digital-logic  functional-completeness  descriptive
6.16.5,B;C,gate1999  digital-logic  normal  functional-completeness  multiple-selects
6.16.6,B,gatecse-2015-set1  boolean-algebra  difficult  functional-completeness
6.16.7,A,gateit-2008  digital-logic  easy  functional-completeness
6.17.1,D,gatecse-2008  digital-logic  floating-point-representation  ieee-representation  easy
6.17.2,B,gatecse-2012  digital-logic  normal  number-representation  ieee-representation
6.17.3,A,gatecse-2014-set2  digital-logic  number-representation  normal  ieee-representation
6.17.4,C,gatecse-2017-set2  digital-logic  number-representation  floating-point-representation  ieee-representation
6.17.5,B,gatecse-2020  floating-point-representation  digital-logic  2-marks  ieee-representation
6.17.6,-7.75 : -7.75,gatecse-2021-set1  digital-logic  number-representation  ieee-representation  numerical-answers  1-mark  floating-point-representation
6.17.7,C,gatecse-2021-set2  digital-logic  number-representation  ieee-representation  1-mark  floating-point-representation
6.17.8,B,gatecse-2022  digital-logic  ieee-representation  number-representation  2-marks  floating-point-representation
6.17.9,C,gatecse-2023  digital-logic  number-representation  ieee-representation  2-marks  floating-point-representation
6.17.10,B,gatecse2024-set2  digital-logic  number-representation  ieee-representation  floating-point-representation
6.17.11,C,gateit-2008  digital-logic  number-representation  floating-point-representation  ieee-representation  normal
6.18.1,D,gate1987  digital-logic  k-map
6.18.2,N/A,gate1988  descriptive  digital-logic  k-map
6.18.3,N/A,gate1992  digital-logic  k-map  normal  fill-in-the-blanks
6.18.4,N/A,gate1995  digital-logic  k-map  normal  descriptive
6.18.5,N/A,gate1995  digital-logic  boolean-algebra  k-map  normal  descriptive
6.18.6,C,gate1996  digital-logic  k-map  easy
6.18.7,C,gate1998  digital-logic  k-map  normal
6.18.8,B,gate1999  digital-logic  k-map  easy
6.18.9,D,gatecse-2000  digital-logic  k-map  normal
6.18.10,A,gatecse-2001  k-map  digital-logic  normal
6.18.11,B,gatecse-2002  digital-logic  k-map  normal
6.18.12,C,gatecse-2003  digital-logic  k-map  normal
6.18.13,A,gatecse-2008  digital-logic  k-map  easy
6.18.14,B,gatecse-2012  digital-logic  k-map  easy
6.18.15,1,gatecse-2017-set1  digital-logic  k-map  numerical-answers  normal
6.18.16,A,gatecse-2019  digital-logic  k-map  digital-circuits  2-marks
6.18.17,D,gateit-2006  digital-logic  k-map  normal
6.18.18,A,gateit-2007  digital-logic  k-map  normal
6.18.19,C,gateit-2007  digital-logic  k-map  normal
6.19.1,C,gate1995  digital-logic  memory-interfacing  normal
6.19.2,C,gatecse-2009  digital-logic  memory-interfacing  easy  isro2015
6.19.3,B,gatecse-2010  digital-logic  memory-interfacing  normal
6.19.4,C,gateit-2005  digital-logic  memory-interfacing  normal
6.20.1,N/A,gatecse-2000  digital-logic  min-no-gates  descriptive
6.20.2,B,gatecse-2004  digital-logic  normal  min-no-gates
6.20.3,B,gatecse-2009  digital-logic  min-no-gates  normal
6.20.4,B,gateit-2004  digital-logic  min-no-gates  normal
6.21.1,N/A,gate1990  digital-logic  boolean-algebra  min-product-of-sums  canonical-normal-form  descriptive
6.21.2,A,gatecse-2017-set2  digital-logic  min-product-of-sums
6.22.1,N/A,gate1988  descriptive  digital-logic  easy  circuit-output  min-sum-of-products-form
6.22.2,N/A,gate1991  digital-logic  boolean-algebra  min-sum-of-products-form  descriptive
6.22.3,9,gate1997  digital-logic  min-sum-of-products-form  numerical-answers
6.22.4,N/A,gatecse-2001  digital-logic  normal  descriptive  min-sum-of-products-form
6.22.5,A,gatecse-2005  digital-logic  normal  min-sum-of-products-form
6.22.6,B,gatecse-2007  digital-logic  normal  min-sum-of-products-form  k-map
6.22.7,B,gatecse-2011  digital-logic  normal  min-sum-of-products-form
6.22.8,A,gatecse-2014-set1  digital-logic  normal  multiplexer  min-sum-of-products-form
6.22.9,A,gatecse-2014-set1  digital-logic  normal  min-sum-of-products-form
6.22.10,B,gatecse-2014-set3  digital-logic  min-sum-of-products-form  normal
6.22.11,3,gatecse-2018  digital-logic  min-sum-of-products-form  numerical-answers  2-marks
6.22.12,6 : 6,gatecse-2021-set2  digital-logic  boolean-algebra  min-sum-of-products-form  numerical-answers  2-marks
6.22.13,A;B,gatecse2024-set1  multiple-selects  digital-logic  min-sum-of-products-form
6.22.14,A,gateit-2008  digital-logic  normal  min-sum-of-products-form
6.23.1,N/A,gate1990  descriptive  digital-logic  combinational-circuit  multiplexer
6.23.2,C,gate1998  digital-logic  multiplexer  easy
6.23.3,C,gatecse-2001  digital-logic  normal  multiplexer
6.23.4,A,gatecse-2004  digital-logic  normal  multiplexer
6.23.5,C,gatecse-2007  digital-logic  normal  multiplexer
6.23.6,D,gatecse-2016-set1  digital-logic  multiplexer  normal
6.23.7,5,gatecse-2020  numerical-answers  digital-logic  multiplexer  1-mark
6.23.8,A,gatecse-2021-set2  digital-logic  combinational-circuit  multiplexer  1-mark
6.23.9,B,gatecse-2023  digital-logic  combinational-circuit  multiplexer  1-mark
6.23.10,C,gatecse-2023  digital-logic  combinational-circuit  multiplexer  2-marks
6.23.11,4,gatecse2024-set1  numerical-answers  digital-logic  multiplexer
6.23.12,D,gateit-2005  digital-logic  normal  multiplexer
6.23.13,A,gateit-2007  digital-logic  normal  multiplexer
6.23.14,N/A,gate1992  digital-logic  combinational-circuit  multiplexer  descriptive
6.24.1,12,gate1988  digital-logic  normal  number-representation  descriptive
6.24.2,N/A,gate1990  digital-logic  number-representation  fill-in-the-blanks
6.24.3,9,gate1991  digital-logic  number-representation  normal  numerical-answers
6.24.4,N/A,gate1991  digital-logic  normal  number-representation  fill-in-the-blanks
6.24.5,N/A,gate1992  digital-logic  normal  number-representation  descriptive
6.24.6,N/A,
6.24.7,N/A,gate1994  digital-logic  number-representation  easy  fill-in-the-blanks
6.24.8,N/A,gate1995  digital-logic  number-representation  normal  descriptive
6.24.9,C,gate1995  digital-logic  number-representation  normal  isro2015
6.24.10,D,gate1996  digital-logic  number-representation  normal
6.24.11,C,gate1997  digital-logic  number-representation  normal
6.24.12,D,gate1998  digital-logic  number-representation  normal
6.24.13,C,gate1998  digital-logic  number-representation  normal
6.24.14,A;C,gate1999  digital-logic  number-representation  easy  multiple-selects
6.24.15,C,gatecse-2000  digital-logic  number-representation  easy
6.24.16,B,gatecse-2000  digital-logic  number-representation  normal
6.24.17,C,gatecse-2001  digital-logic  number-representation  easy
6.24.18,B,gatecse-2002  digital-logic  number-representation  easy
6.24.19,D,gatecse-2002  digital-logic  number-representation  easy
6.24.20,D,gatecse-2002  digital-logic  easy  number-representation
6.24.21,B,gatecse-2002  digital-logic  number-representation  normal
6.24.22,N/A,gatecse-2002  digital-logic  number-representation  normal  descriptive
6.24.23,A,gatecse-2003  digital-logic  number-representation  normal
6.24.24,D,gatecse-2004  digital-logic  number-representation  easy
6.24.25,A,gatecse-2004  digital-logic  number-representation  normal
6.24.26,A,gatecse-2004  digital-logic  number-representation  easy
6.24.27,A,gatecse-2005  digital-logic  number-representation  easy  isro2009  isro2015
6.24.28,A,gatecse-2005  digital-logic  number-representation  easy
6.24.29,B,gatecse-2006  digital-logic  number-representation  normal
6.24.30,C,gatecse-2006  digital-logic  number-representation  binary-codes  normal
6.24.31,D,gatecse-2008  digital-logic  number-representation  normal
6.24.32,B,gatecse-2009  digital-logic  number-representation  isro2017
6.24.33,A,gatecse-2010  digital-logic  number-representation  normal
6.24.34,B,gatecse-2013  digital-logic  number-representation  easy
6.24.35,5,gatecse-2014-set1  digital-logic  number-representation  numerical-answers  normal
6.24.36,3,gatecse-2014-set2  digital-logic  number-representation  numerical-answers  normal
6.24.37,5,gatecse-2015-set3  digital-logic  number-representation  normal  numerical-answers
6.24.38,-11,gatecse-2016-set1  digital-logic  number-representation  normal  numerical-answers
6.24.39,1,gatecse-2016-set2  digital-logic  number-representation  normal  numerical-answers
6.24.40,C,gatecse-2017-set1  digital-logic  number-representation
6.24.41,D,gatecse-2017-set2  digital-logic  number-representation
6.24.42,0.502 : 0.504,gatecse-2019  numerical-answers  digital-logic  number-representation  probability  1-mark
6.24.43,C,gatecse-2019  digital-logic  number-representation  1-mark
6.24.44,C,gatecse-2019  digital-logic  number-representation  1-mark
6.24.45,A,gatecse-2021-set1  digital-logic  number-representation  normal  1-mark
6.24.46,3 : 3,gatecse-2021-set2  numerical-answers  digital-logic  number-representation  1-mark
6.24.47,A;D,gatecse-2021-set2  multiple-selects  digital-logic  number-representation  little-endian-big-endian  2-marks
6.24.48,B,gatecse-2022  digital-logic  number-representation  1-mark
6.24.49,110,gatecse-2023  digital-logic  number-representation  numerical-answers  1-mark
6.24.50,B,gatecse2024-set1  digital-logic  number-representation
6.24.51,A;B;D,gatecse2024-set2  digital-logic  number-representation  multiple-selects
6.24.52,B,gateit-2004  digital-logic  number-representation  normal
6.24.53,A,gateit-2004  digital-logic  number-representation  normal
6.24.54,A,gateit-2005  digital-logic  number-representation  normal
6.24.55,C,gateit-2006  digital-logic  number-representation  normal  isro2009
6.24.56,A,gateit-2007  digital-logic  number-representation  normal
6.24.57,B,gateit-2008  digital-logic  number-representation  normal
6.25.1,C,gate1997  digital-logic  normal  prime-implicants
6.25.2,A,gatecse-2004  digital-logic  normal  prime-implicants
6.26.1,N/A,gate1993  digital-logic  normal  rom  descriptive
6.26.2,D,gate1996  digital-logic  normal  rom
6.26.3,D,gatecse-2012  digital-logic  normal  rom
6.26.4,B,gateit-2004  digital-logic  normal  rom
6.27.1,D,gate1987  digital-logic  circuit-output  sequential-circuit  digital-counter  shift-registers
6.27.2,N/A,gate1991  digital-logic  difficult  sequential-circuit  flip-flop  shift-registers  descriptive
6.28.1,D,gatecse-2006  digital-logic  min-sum-of-products-form  difficult  static-hazard
6.29.1,B,gate1991  digital-logic  normal  sequential-circuit  synchronous-asynchronous-circuits  multiple-selects
6.29.2,N/A,gate1998  digital-logic  normal  descriptive  synchronous-asynchronous-circuits
6.29.3,B,gatecse-2001  digital-logic  normal  synchronous-asynchronous-circuits
6.29.4,A,gatecse-2003  digital-logic  synchronous-asynchronous-circuits  normal
7.1.1,C,gate1999  operating-system  context-switch  normal
7.1.2,B,gatecse-2000  operating-system  easy  isro2008  context-switch
7.1.3,C,gatecse-2011  operating-system  context-switch  easy  ugcnetcse-june2013-paper3
7.1.4,A;B,gatecse2024-set2  operating-system  multiple-selects  context-switch
7.2.1,2,gatecse-2018  operating-system  deadlock-prevention-avoidance-detection  easy  numerical-answers  1-mark
7.2.2,A,gatecse-2018  operating-system  deadlock-prevention-avoidance-detection  normal  2-marks
7.2.3,A;B;C,gatecse-2021-set2  multiple-selects  operating-system  deadlock-prevention-avoidance-detection  2-marks
7.2.4,A,gateit-2004  operating-system  normal  deadlock-prevention-avoidance-detection
7.3.1,N/A,gate1990  operating-system  disk  descriptive
7.3.2,N/A,gate1993  operating-system  disk  normal  descriptive
7.3.3,B,gate1993  operating-system  disk  normal
7.3.4,N/A,gate1995  operating-system  disk  normal  descriptive
7.3.5,9.006,gate1997  operating-system  disk
7.3.6,D,gate1998  operating-system  disk  normal
7.3.7,N/A,gate1998  operating-system  disk  descriptive
7.3.8,N/A,gate1998  operating-system  disk  descriptive
7.3.9,D,gate1999  operating-system  disk  easy  isro2008
7.3.10,D,gatecse-2001  operating-system  disk  easy
7.3.11,A,gatecse-2001  operating-system  disk  normal  descriptive
7.3.12,800,
7.3.13,A,gatecse-2003  operating-system  disk  normal  isro2009
7.3.14,C,gatecse-2004  operating-system  disk  normal
7.3.15,B,gatecse-2005  operating-system  disk  easy
7.3.16,A,gatecse-2007  operating-system  disk  normal  isro2016
7.3.17,B,gatecse-2008  operating-system  disk  normal
7.3.18,C,gatecse-2009  operating-system  disk  normal
7.3.19,C,gatecse-2009  operating-system  disk  normal
7.3.20,B,gatecse-2011  operating-system  disk  normal
7.3.21,B,gatecse-2012  operating-system  disk  normal
7.3.22,D,gatecse-2013  operating-system  disk  normal
7.3.23,14020,gatecse-2015-set1  operating-system  disk  normal  numerical-answers
7.3.24,6.1 : 6.2,gatecse-2015-set2  operating-system  disk  normal  numerical-answers
7.3.25,85,gatecse-2018  operating-system  disk  numerical-answers  2-marks
7.3.26,4096,gatecse2024-set1  numerical-answers  operating-system  disk
7.3.27,30.06,gatecse2024-set2  numerical-answers  operating-system  disk
7.3.28,C,gateit-2005  operating-system  disk  normal
7.3.29,D,gateit-2005  operating-system  disk  normal
7.3.30,B,gateit-2005  operating-system  disk  normal
7.3.31,D,gateit-2007  operating-system  disk  normal  isro2015
7.4.1,N/A,gate1989  descriptive  operating-system  disk-scheduling
7.4.2,N/A,gate1990  descriptive  operating-system  disk-scheduling
7.4.3,N/A,gate1995  operating-system  disk-scheduling  normal  descriptive
7.4.4,C,gate1997  operating-system  normal  disk-scheduling  match-the-following
7.4.5,B,gate1999  operating-system  disk-scheduling  normal
7.4.6,D,gatecse-2004  operating-system  disk-scheduling  normal
7.4.7,B,gatecse-2009  operating-system  disk-scheduling  normal
7.4.8,3,gatecse-2014-set1  operating-system  disk-scheduling  numerical-answers  normal
7.4.9,10,gatecse-2015-set1  operating-system  disk-scheduling  normal  numerical-answers
7.4.10,346,gatecse-2016-set1  operating-system  disk-scheduling  normal  numerical-answers
7.4.11,B,
7.4.12,C,gateit-2004  operating-system  disk-scheduling  normal
7.4.13,B,gateit-2007  operating-system  disk-scheduling  normal
7.4.14,C,gateit-2007  operating-system  disk-scheduling  normal
7.5.1,N/A,gate1996  operating-system  disk  normal  file-system  descriptive
7.5.2,C,gatecse-2002  operating-system  normal  file-system
7.5.3,D,gatecse-2008  file-system  operating-system  normal
7.5.4,99.55 : 99.65,gatecse-2014-set2  operating-system  disk  numerical-answers  normal  file-system
7.5.5,D,gatecse-2017-set2  operating-system  file-system  normal
7.5.6,4.0 : 4.1,gatecse-2019  numerical-answers  operating-system  file-system  2-marks
7.5.7,A;C,
7.5.8,153,gatecse-2022  numerical-answers  operating-system  file-system  2-marks
7.5.9,B,gateit-2004  operating-system  file-system  normal
7.6.1,C,gatecse-2005  operating-system  fork-system-call  normal
7.6.2,B,gatecse-2008  operating-system  fork-system-call  normal
7.6.3,C,gatecse-2012  operating-system  easy  fork-system-call
7.6.4,31,gatecse-2019  numerical-answers  operating-system  fork-system-call  1-mark
7.6.5,C;D,gatecse-2023  operating-system  fork-system-call  multiple-selects  1-mark
7.6.6,14,gatecse2024-set1  numerical-answers  operating-system  fork-system-call
7.6.7,C,gateit-2004  operating-system  fork-system-call  easy
7.7.1,A,gate1996  operating-system  io-handling  normal  isro2008
7.7.2,B,gate1998  operating-system  io-handling  easy
7.7.3,C,gatecse-2005  operating-system  io-handling  normal
7.7.4,A,gatecse-2005  operating-system  io-handling  normal
7.7.5,B,gateit-2004  operating-system  io-handling  easy  isro2011
7.7.6,C,gateit-2006  operating-system  io-handling  dma  normal
7.8.1,B,gate1997  operating-system  normal  inter-process-communication
7.9.1,90.00,gate1993  operating-system  interrupts  normal  descriptive
7.9.2,D,gate1997  operating-system  interrupts  normal
7.9.3,A,gate1998  operating-system  interrupts  normal
7.9.4,C,gate1999  operating-system  easy  interrupts  virtual-memory  disk
7.9.5,C,gatecse-2001  operating-system  interrupts  easy
7.9.6,D,gatecse-2011  operating-system  interrupts  normal
7.9.7,A,gatecse-2018  operating-system  interrupts  normal  1-mark
7.10.1,3.2,gate1992  operating-system  memory-management  normal  descriptive
7.10.2,N/A,gate1995  operating-system  memory-management  normal  descriptive
7.10.3,B,
7.10.4,B,gate1998  operating-system  normal  memory-management
7.10.5,10000,gatecse-2014-set2  operating-system  memory-management  numerical-answers  normal
7.10.6,A,gatecse-2015-set2  operating-system  memory-management  easy
7.10.7,C,gatecse-2020  operating-system  memory-management  1-mark
7.10.8,C,gatecse-2022  operating-system  memory-management  translation-lookaside-buffer  2-marks
7.10.9,B,gateit-2006  operating-system  memory-management  difficult
7.10.10,B,gateit-2007  operating-system  memory-management  normal
7.11.1,A,gate1999  operating-system  normal  ugcnetcse-dec2015-paper2  os-protection
7.11.2,C,gatecse-2001  operating-system  normal  os-protection
7.11.3,B,gateit-2005  operating-system  os-protection  normal  ugcnetcse-june2012-paper3
7.12.1,N/A,gate1993  operating-system  page-replacement  normal  descriptive
7.12.2,B,gate1994  operating-system  page-replacement  easy
7.12.3,B,
7.12.4,C,gate1995  operating-system  page-replacement  normal
7.12.5,C,gate1995  operating-system  page-replacement  normal
7.12.6,A,gate1997  operating-system  page-replacement  easy  isro2008  isro2015
7.12.7,B,gate1997  operating-system  page-replacement  easy
7.12.8,C,gate1997  operating-system  page-replacement  easy
7.12.9,C,gatecse-2001  operating-system  page-replacement  normal
7.12.10,B,gatecse-2002  operating-system  page-replacement  easy
7.12.11,A,gatecse-2004  operating-system  virtual-memory  page-replacement  normal  isro2007
7.12.12,C,gatecse-2005  operating-system  page-replacement  easy  isro2015
7.12.13,B,gatecse-2007  operating-system  page-replacement  normal
7.12.14,A,gatecse-2007  operating-system  page-replacement  normal
7.12.15,C,gatecse-2007  normal  operating-system  page-replacement
7.12.16,A,gatecse-2009  operating-system  page-replacement  normal  isro2016
7.12.17,A,gatecse-2010  operating-system  page-replacement  normal
7.12.18,B,gatecse-2012  operating-system  page-replacement  normal
7.12.19,7,gatecse-2014-set1  operating-system  page-replacement  numerical-answers
7.12.20,D,gatecse-2014-set2  operating-system  page-replacement  ambiguous
7.12.21,6,gatecse-2014-set3  operating-system  page-replacement  numerical-answers  normal
7.12.22,A,gatecse-2015-set1  operating-system  page-replacement  normal
7.12.23,1,gatecse-2016-set1  operating-system  page-replacement  normal  numerical-answers
7.12.24,D,gatecse-2016-set2  operating-system  page-replacement  easy
7.12.25,B,
7.12.26,A;C,gatecse-2021-set1  multiple-selects  operating-system  page-replacement  1-mark
7.12.27,4108 : 4108,gatecse-2021-set2  numerical-answers  operating-system  memory-management  page-replacement  2-marks
